121.00, 130.00, 127.24
126.00, 130.00, 127.36
127.00, 130.00, 127.45
122.00, 130.00, 127.69
121.00, 130.00, 127.96
123.00, 130.00, 128.17
127.00, 130.00, 128.26
125.00, 130.00, 128.41
121.00, 130.00, 128.68
121.00, 130.00, 128.95
126.00, 130.00, 129.07
127.00, 130.00, 129.16
123.00, 130.00, 129.37
121.00, 130.00, 129.64
123.00, 130.00, 129.85
127.00, 130.00, 129.94
126.00, 130.00, 130.06
121.00, 130.00, 130.33
121.00, 130.00, 130.60
126.00, 130.00, 130.72
127.00, 130.00, 130.81
124.00, 130.00, 130.99
121.00, 130.00, 131.26
123.00, 130.00, 131.47
127.00, 130.00, 131.56
127.00, 130.00, 131.65
122.00, 130.00, 131.89
121.00, 130.00, 132.16
126.00, 130.00, 132.28
122.00, 130.00, 132.52
125.00, 130.00, 132.67
129.00, 130.00, 132.70
127.00, 130.00, 132.79
123.00, 130.00, 133.00
123.00, 130.00, 133.21
128.00, 130.00, 133.27
130.00, 130.00, 133.27
125.00, 130.00, 133.42
123.00, 130.00, 133.63
126.00, 130.00, 133.75
130.00, 130.00, 133.75
129.00, 130.00, 133.78
124.00, 130.00, 133.96
124.00, 130.00, 134.14
130.00, 130.00, 134.14
131.00, 130.00, 134.11
127.00, 130.00, 134.20
124.00, 130.00, 134.38
127.00, 130.00, 134.47
132.00, 130.00, 134.41
131.00, 130.00, 134.38
126.00, 130.00, 134.50
126.00, 130.00, 134.62
131.00, 130.00, 134.59
133.00, 130.00, 134.50
129.00, 130.00, 134.53
126.00, 130.00, 134.65
128.00, 130.00, 134.71
133.00, 130.00, 134.62
132.00, 130.00, 134.56
127.00, 130.00, 134.65
127.00, 130.00, 134.74
132.00, 130.00, 134.68
134.00, 130.00, 134.56
137.00, 130.00, 134.35
140.00, 130.00, 134.05
138.00, 130.00, 133.81
133.00, 130.00, 133.72
134.00, 130.00, 133.60
140.00, 130.00, 133.30
140.00, 130.00, 133.00
135.00, 130.00, 132.85
133.00, 130.00, 132.76
136.00, 130.00, 132.58
140.00, 130.00, 132.28
138.00, 130.00, 132.04
133.00, 130.00, 131.95
133.00, 130.00, 131.86
139.00, 130.00, 131.59
140.00, 130.00, 131.29
134.00, 130.00, 131.17
132.00, 130.00, 131.11
135.00, 130.00, 130.96
139.00, 130.00, 130.69
137.00, 130.00, 130.48
132.00, 130.00, 130.42
132.00, 130.00, 130.36
137.00, 130.00, 130.15
139.00, 130.00, 129.88
134.00, 130.00, 129.76
131.00, 130.00, 129.73
134.00, 130.00, 129.61
138.00, 130.00, 129.37
136.00, 130.00, 129.19
131.00, 130.00, 129.16
130.00, 130.00, 129.16
136.00, 130.00, 128.98
137.00, 130.00, 128.77
132.00, 130.00, 128.71
136.00, 130.00, 128.53
133.00, 130.00, 128.44
129.00, 130.00, 128.47
130.00, 130.00, 128.47
135.00, 130.00, 128.32
135.00, 130.00, 128.17
129.00, 130.00, 128.20
128.00, 130.00, 128.26
132.00, 130.00, 128.20
134.00, 130.00, 128.08
132.00, 130.00, 128.02
128.00, 130.00, 128.08
128.00, 130.00, 128.14
133.00, 130.00, 128.05
133.00, 130.00, 127.96
128.00, 130.00, 128.02
127.00, 130.00, 128.11
130.00, 130.00, 128.11
133.00, 130.00, 128.02
131.00, 130.00, 127.99
127.00, 130.00, 128.08
127.00, 130.00, 128.17
132.00, 130.00, 128.11
132.00, 130.00, 128.05
128.00, 130.00, 128.11
126.00, 130.00, 128.23
128.00, 130.00, 128.29
132.00, 130.00, 128.23
130.00, 130.00, 128.23
126.00, 130.00, 128.35
126.00, 130.00, 128.47
130.00, 130.00, 128.47
